name,birth_date,player_wiki_link,city,population,city_wiki,parent_city,is_manual
Babos Gábor,1974.10.24,http://hu.wikipedia.org/wiki/Babos_G%C3%A1bor,Sopron,61784.0,https://hu.wikipedia.org/wiki/Sopron,,
Bácsi Sándor,1969.11.26,http://hu.wikipedia.org/wiki/B%C3%A1csi_S%C3%A1ndor,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bádonyi Gyula,1882.09.17,http://hu.wikipedia.org/wiki/Bádonyi_Gyula,Szerencs,8445.0,http://hu.wikipedia.org/wiki/Szerencs,,
Bakó Béla,1928.11.19,http://hu.wikipedia.org/wiki/Bak%C3%B3_B%C3%A9la_(labdar%C3%BAg%C3%B3),Szeged,158829.0,https://hu.wikipedia.org/wiki/Szeged,,
Bakos Sándor,1939.08.02,http://hu.wikipedia.org/wiki/Bakos_S%C3%A1ndor,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bálint László,1948.02.01,"http://hu.wikipedia.org/wiki/B%C3%A1lint_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3,_1948)",Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Balog Tibor,1966.03.01,"http://hu.wikipedia.org/wiki/Balog_Tibor_(labdar%C3%BAg%C3%B3,_1966)",Kakucs,3150.0,https://hu.wikipedia.org/wiki/Kakucs,,
Balog Tibor,1963.08.31,"http://hu.wikipedia.org/wiki/Balog_Tibor_(labdar%C3%BAg%C3%B3,_1963)",Kiskunmajsa,11675.0,https://hu.wikipedia.org/wiki/Kiskunmajsa,,
Balog Zoltán,1967.11.06,"http://hu.wikipedia.org/wiki/Balog_Zolt%C3%A1n_(labdar%C3%BAg%C3%B3,_1967)",Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Balog Zoltán,1978.02.22,"http://hu.wikipedia.org/wiki/Balog_Zolt%C3%A1n_(labdar%C3%BAg%C3%B3,_1978)",Békés,17726.0,https://hu.wikipedia.org/wiki/Békés,,
Balogh Balázs,1990.06.11,"http://hu.wikipedia.org/wiki/Balogh_Bal%C3%A1zs_(labdar%C3%BAg%C3%B3,_1990)",Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Balogh Béla,1984.12.30,http://hu.wikipedia.org/wiki/Balogh_B%C3%A9la_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Balogh Botond,2002.06.06,https://hu.wikipedia.org/wiki/Balogh_Botond,Sopron,61784.0,https://hu.wikipedia.org/wiki/Sopron,,
Balogh István,1912.09.21,http://hu.wikipedia.org/wiki/Balogh_Istv%C3%A1n_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Balogh János,1982.11.29,http://hu.wikipedia.org/wiki/Balogh_J%C3%A1nos_(labdar%C3%BAg%C3%B3),Debrecen,201582.0,https://hu.wikipedia.org/wiki/Debrecen,,
Balogh Miklós,1914.01.01,http://hu.wikipedia.org/wiki/Balogh_Mikl%C3%B3s_(labdar%C3%BAg%C3%B3),Porcsalma,2576.0,https://hu.wikipedia.org/wiki/Porcsalma,,
Balogh Norbert,1996.02.21,https://hu.wikipedia.org/wiki/Balogh_Norbert,Hajdúböszörmény,29574.0,https://hu.wikipedia.org/wiki/Hajdúböszörmény,,
Balogh Sándor,1920.03.18,http://hu.wikipedia.org/wiki/Balogh_Sándor_(labdarúgó),Gyón,17527.0,http://hu.wikipedia.org/wiki/Gy%C3%B3n,Dabas,m
Balogh Tamás,1967.09.06,"http://hu.wikipedia.org/wiki/Balogh_Tam%C3%A1s_(labdar%C3%BAg%C3%B3,_1967)",Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bánfi János,1969.11.09,https://hu.wikipedia.org/wiki/Bánfi_János_(labdarúgó),Újkígyós,4683.0,https://hu.wikipedia.org/wiki/Újkígyós,,
Bánkuti István,1946.11.12,http://hu.wikipedia.org/wiki/B%C3%A1nkuti_Istv%C3%A1n_(labdar%C3%BAg%C3%B3),Budafok,26782.0,https://hu.wikipedia.org/wiki/Budafok,,
Bányai Nándor,1928.03.08,http://hu.wikipedia.org/wiki/B%C3%A1nyai_N%C3%A1ndor,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Baranyi Miklós,1969.09.06,http://hu.wikipedia.org/wiki/Baranyi_Mikl%C3%B3s,Oroszlány,18064.0,https://hu.wikipedia.org/wiki/Oroszlány,,
Baranyi Sándor,1953.08.14,http://hu.wikipedia.org/wiki/Baranyi_S%C3%A1ndor,Győr,130020.0,https://hu.wikipedia.org/wiki/Győr,,
Bárányos Zsolt,1975.12.15,http://hu.wikipedia.org/wiki/B%C3%A1r%C3%A1nyos_Zsolt,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Baráth Botond,1992.04.21,https://hu.wikipedia.org/wiki/Baráth_Botond,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Baráth Péter,2002.02.21,,Kisvárda,14990.0,https://hu.wikipedia.org/wiki/Kisvárda,,
Barátky Gyula,1910.10.18,http://hu.wikipedia.org/wiki/Bar%C3%A1tky_Gyula,Nagyvárad,183105.0,https://hu.wikipedia.org/wiki/Nagyvárad,,
Bárd István,1882.08.19,http://hu.wikipedia.org/wiki/Skrab%C3%A1k_Istv%C3%A1n,Fiume,107964.0,https://hu.wikipedia.org/wiki/Fiume,,
Baróti Lajos,1914.08.19,https://hu.wikipedia.org/wiki/Baróti_Lajos,Barót,4753.0,https://hu.wikipedia.org/wiki/Barót,,
Bartos Béla,1902.04.04,http://hu.wikipedia.org/wiki/Bartos_B%C3%A9la,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Baubach Béla,1895.04.03,http://hu.wikipedia.org/wiki/Baubach_B%C3%A9la,Újpest,116057.0,http://hu.wikipedia.org/wiki/%C3%9Ajpest_(t%C3%B6rt%C3%A9nelmi_telep%C3%BCl%C3%A9s),,
Bayer Jenő,1884.11.17,http://hu.wikipedia.org/wiki/Bayer_R%C3%B3bert,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Becsei József,1950.10.10,http://hu.wikipedia.org/wiki/Becsei_J%C3%B3zsef,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Béky Bertalan,1913.08.29,http://hu.wikipedia.org/wiki/B%C3%A9ky_Bertalan,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bencsics József,1933.07.19,http://hu.wikipedia.org/wiki/Bencsics_J%C3%B3zsef,Szombathely,78446.0,https://hu.wikipedia.org/wiki/Szombathely,,
Bene Ferenc,1944.12.17,http://hu.wikipedia.org/wiki/Bene_Ferenc_(labdar%C3%BAg%C3%B3),Balatonújlak,445.0,https://hu.wikipedia.org/wiki/Balatonújlak,,
Beneda István,1904.02.04,http://hu.wikipedia.org/wiki/Beneda_Istv%C3%A1n,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Berán József,1883.11.05,http://hu.wikipedia.org/wiki/Ber%C3%A1n_J%C3%B3zsef,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bérczy Balázs,1966.01.15,http://hu.wikipedia.org/wiki/B%C3%A9rczy_Bal%C3%A1zs,Pécs,141031.0,http://hu.wikipedia.org/wiki/P%C3%A9cs,,
Berecz István,1913.12.10,http://hu.wikipedia.org/wiki/Berecz_Istv%C3%A1n_(labdar%C3%BAg%C3%B3),?,1671004.0,http://hu.wikipedia.org/wiki/Budapest,,
Berecz Zsombor,1995.12.13,https://hu.wikipedia.org/wiki/Berecz_Zsombor_(labdarúgó),Miskolc,145248.0,https://hu.wikipedia.org/wiki/Miskolc,,
Berendi Pál,1932.11.30,http://hu.wikipedia.org/wiki/Berendy_P%C3%A1l,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Berkessy Elemér,1905.06.20,http://hu.wikipedia.org/wiki/Berkessy_Elem%C3%A9r,Nagyvárad,183105.0,https://hu.wikipedia.org/wiki/Nagyvárad,,
Bese Barnabás,1994.05.06,https://hu.wikipedia.org/wiki/Bese_Barnabás,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bicskei Bertalan,1944.09.17,http://hu.wikipedia.org/wiki/Bicskei_Bertalan,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bienenstock Sándor,1884.06.17,http://hu.wikipedia.org/wiki/Bienenstock_S%C3%A1ndor,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bihámi Béla,1909.10.23,http://hu.wikipedia.org/wiki/Bih%C3%A1my_B%C3%A9la,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bihari Ferenc,1889.11.30,http://hu.wikipedia.org/wiki/Bihari_Ferenc_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Biri János,1901.07.21,http://hu.wikipedia.org/wiki/Biri_J%C3%A1nos_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bíró Gyula,1890.04.25,"http://hu.wikipedia.org/wiki/B%C3%ADr%C3%B3_Gyula_(labdar%C3%BAg%C3%B3,_1890)",Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bíró Sándor,1911.08.19,http://hu.wikipedia.org/wiki/B%C3%ADr%C3%B3_S%C3%A1ndor_(labdar%C3%BAg%C3%B3),Füzesabony,7170.0,https://hu.wikipedia.org/wiki/Füzesabony,,
Blazsek Ferenc,1884.09.20,http://hu.wikipedia.org/wiki/Blazsek_Ferenc,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Blum Zoltán,1892.01.03,http://hu.wikipedia.org/wiki/Blum_Zolt%C3%A1n,Pápa,28789.0,http://hu.wikipedia.org/wiki/P%C3%A1pa_(telep%C3%BCl%C3%A9s),,
Bobrik Károly,1900.06.13,http://hu.wikipedia.org/wiki/Bobrik_K%C3%A1roly,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Boda Imre,1961.10.10,http://hu.wikipedia.org/wiki/Boda_Imre,Szolnok,67126.0,https://hu.wikipedia.org/wiki/Szolnok,,
Böde Dániel,1986.10.24,http://hu.wikipedia.org/wiki/B%C3%B6de_D%C3%A1niel,Szekszárd,30057.0,https://hu.wikipedia.org/wiki/Szekszárd,,
Bódi Ádám,1990.10.18,https://hu.wikipedia.org/wiki/Bódi_Ádám,Nyíregyháza,115711.0,https://hu.wikipedia.org/wiki/Nyíregyháza,,
Bodnár László,1959.03.05,"https://hu.wikipedia.org/wiki/Bodn%C3%A1r_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3,_1959)",Bánszállás,30865.0,http://hu.wikipedia.org/wiki/%C3%93zd#Bánszállás,,
Bodnár László,1979.02.25,"http://hu.wikipedia.org/wiki/Bodn%C3%A1r_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3,_1979)",Mátészalka,15351.0,https://hu.wikipedia.org/wiki/Mátészalka,,
Bodnár Sándor,1890.09.20,https://hu.wikipedia.org/wiki/Bodnár_Sándor_(labdarúgó),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bódog Tamás,1970.09.27,http://hu.wikipedia.org/wiki/B%C3%B3dog_Tam%C3%A1s,Dunaújváros,41873.0,https://hu.wikipedia.org/wiki/Dunaújváros,,
Bodola Gyula,1912.02.26,http://hu.wikipedia.org/wiki/Bodola_Gyula,Brassó,237315.0,https://hu.wikipedia.org/wiki/Brassó,,
Bodon Tibor,1931.07.18,http://hu.wikipedia.org/wiki/Bodon_Tibor,Salgótarján,31223.0,https://hu.wikipedia.org/wiki/Salgótarján,,
Bodonyi Béla,1956.12.14,http://hu.wikipedia.org/wiki/Bodonyi_B%C3%A9la,Jászdózsa,2050.0,https://hu.wikipedia.org/wiki/Jászdózsa,,
Bodor Boldizsár,1982.04.27,http://hu.wikipedia.org/wiki/Bodor_Boldizs%C3%A1r,Pécs,141031.0,http://hu.wikipedia.org/wiki/P%C3%A9cs,,
Bödör László,1933.08.17,http://hu.wikipedia.org/wiki/B%C3%B6d%C3%B6r_L%C3%A1szl%C3%B3,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bodor Ödön,1882.10.24,http://hu.wikipedia.org/wiki/Bodor_Ödön,Kapuvár,9953.0,https://hu.wikipedia.org/wiki/Kapuvár,,
Bogdán Ádám,1987.09.27,http://hu.wikipedia.org/wiki/Bogd%C3%A1n_%C3%81d%C3%A1m,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bognár György,1961.11.05,https://hu.wikipedia.org/wiki/Bogn%C3%A1r_Gy%C3%B6rgy_(labdar%C3%BAg%C3%B3),Baja,33142.0,https://hu.wikipedia.org/wiki/Baja,,
Bognár Zoltán,1965.06.25,http://hu.wikipedia.org/wiki/Bogn%C3%A1r_Zolt%C3%A1n,Körmend,10255.0,https://hu.wikipedia.org/wiki/Körmend,,
Böjte Attila,1976.09.02,http://hu.wikipedia.org/wiki/B%C3%B6jte_Attila,Győr,130020.0,https://hu.wikipedia.org/wiki/Győr,,
Böjti János,1891.05.01,http://hu.wikipedia.org/wiki/B%C5%91ti_J%C3%A1nos,Keszthely,18031.0,https://hu.wikipedia.org/wiki/Keszthely,,
Boldizsár Géza,1919.06.01,http://hu.wikipedia.org/wiki/Boldizs%C3%A1r_G%C3%A9za,Budafok,26782.0,https://hu.wikipedia.org/wiki/Budafok,,
Bolla Bendegúz,1999.11.22,https://hu.wikipedia.org/wiki/Bolla_Bendegúz,Székesfehérvár,95915.0,https://hu.wikipedia.org/wiki/Székesfehérvár,,
Böőr Zoltán,1978.08.14,http://hu.wikipedia.org/wiki/B%C3%B6%C5%91r_Zolt%C3%A1n,Debrecen,201582.0,https://hu.wikipedia.org/wiki/Debrecen,,
Borbás Gáspár dr.,1884.07.26,http://hu.wikipedia.org/wiki/Borbás_Gáspár,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bordás Csaba,1968.03.21,http://hu.wikipedia.org/wiki/Bord%C3%A1s_Csaba,Sopron,61784.0,https://hu.wikipedia.org/wiki/Sopron,,
Bori Gábor,1984.01.16,http://hu.wikipedia.org/wiki/Bori_G%C3%A1bor,Szombathely,78446.0,https://hu.wikipedia.org/wiki/Szombathely,,
Borisz Győző,1895.12.14,http://hu.wikipedia.org/wiki/Borisz_Gy%C5%91z%C5%91,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Borostyán Mihály,1956.09.17,http://hu.wikipedia.org/wiki/Borosty%C3%A1n_Mih%C3%A1ly,Sajószentpéter,11274.0,https://hu.wikipedia.org/wiki/Sajószentpéter,,
Borsányi Ferenc,1902.12.03,http://hu.wikipedia.org/wiki/Bors%C3%A1nyi_Ferenc,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Borsányi György,1933.02.04,http://hu.wikipedia.org/wiki/Borsányi_György_(labdarúgó),Újpest,116057.0,http://hu.wikipedia.org/wiki/%C3%9Ajpest_(t%C3%B6rt%C3%A9nelmi_telep%C3%BCl%C3%A9s),,
Borsó János,1953.04.18,http://hu.wikipedia.org/wiki/Bors%C3%B3_J%C3%A1nos,Pécs,141031.0,http://hu.wikipedia.org/wiki/P%C3%A9cs,,
Börzsei János,1921.10.09,http://hu.wikipedia.org/wiki/B%C3%B6rzsei_J%C3%A1nos,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bošnjak Predrag,1985.11.13,http://hu.wikipedia.org/wiki/Predrag_Bo%C5%A1njak,Szabadka,105681.0,https://hu.wikipedia.org/wiki/Szabadka,,
Bosnyákovits Károly,1887.05.27,http://hu.wikipedia.org/wiki/Bosny%C3%A1kovits_K%C3%A1roly,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Botka Endre,1994.08.25,https://hu.wikipedia.org/wiki/Botka_Endre,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bozsik József,1925.11.28,"https://hu.wikipedia.org/wiki/Bozsik_József_(labdarúgó,_1925)",Kispest,50000.0,http://hu.wikipedia.org/wiki/Kispest,BP,m
Branikovits László,1949.12.18,http://hu.wikipedia.org/wiki/Branikovits_L%C3%A1szl%C3%B3,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Braun Ferenc,1885.01.02,http://hu.wikipedia.org/wiki/Braun_Ferenc,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Braun József,1901.02.26,http://hu.wikipedia.org/wiki/Braun_J%C3%B3zsef,Putnok,6363.0,https://hu.wikipedia.org/wiki/Putnok,,
Brockhauser István,1964.05.03,http://hu.wikipedia.org/wiki/Brockhauser_Istv%C3%A1n,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bródy Sándor,1884.05.16,http://hu.wikipedia.org/wiki/Br%C3%B3dy_S%C3%A1ndor_(labdar%C3%BAg%C3%B3),Székelyfalva,1755.0,https://hu.wikipedia.org/wiki/Székelyfalva,,
Bücs Zsolt,1963.09.08,http://hu.wikipedia.org/wiki/B%C3%BCcs_Zsolt,Mátészalka,15351.0,https://hu.wikipedia.org/wiki/Mátészalka,,
Buda István,1884.02.03,http://hu.wikipedia.org/wiki/Buda_Istv%C3%A1n_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Budai László,1928.07.19,"http://hu.wikipedia.org/wiki/Budai_László_(labdarúgó,_1928)",Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Budavári László,1953.08.03,http://hu.wikipedia.org/wiki/Budav%C3%A1ri_L%C3%A1szl%C3%B3,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bukovi Márton,1903.12.01,http://hu.wikipedia.org/wiki/Bukovi_M%C3%A1rton,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bukrán Gábor,1975.11.16,http://hu.wikipedia.org/wiki/Bukr%C3%A1n_G%C3%A1bor,Eger,50018.0,https://hu.wikipedia.org/wiki/Eger,,
Bükszegi Zoltán,1975.12.16,http://hu.wikipedia.org/wiki/B%C3%BCkszegi_Zolt%C3%A1n,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Bundzsák Dezső,1928.05.03,http://hu.wikipedia.org/wiki/Bundzs%C3%A1k_Dezs%C5%91,Kiskunhalas,26215.0,https://hu.wikipedia.org/wiki/Kiskunhalas,,
Burcsa Győző,1954.03.13,http://hu.wikipedia.org/wiki/Burcsa_Gy%C5%91z%C5%91,Kaposvár,59270.0,https://hu.wikipedia.org/wiki/Kaposvár,,
Buza Lajos,1901.06.26,http://hu.wikipedia.org/wiki/Buza_Lajos,Újpest,116057.0,http://hu.wikipedia.org/wiki/%C3%9Ajpest_(t%C3%B6rt%C3%A9nelmi_telep%C3%BCl%C3%A9s),,
Buzánszky Jenő,1925.05.04,http://hu.wikipedia.org/wiki/Buz%C3%A1nszky_Jen%C5%91,Újdombóvár,17300.0,http://hu.wikipedia.org/wiki/%C3%9Ajdomb%C3%B3v%C3%A1r,Dombóvár,m
Buzsáky Ákos,1982.05.07,http://hu.wikipedia.org/wiki/Buzs%C3%A1ky_%C3%81kos,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Csábi József,1967.02.14,http://hu.wikipedia.org/wiki/Cs%C3%A1bi_J%C3%B3zsef,Szolnok,67126.0,https://hu.wikipedia.org/wiki/Szolnok,,
Csapó Károly,1952.02.23,"https://hu.wikipedia.org/wiki/Csapó_Károly_(labdarúgó,_1952)",Agyagosszergény,936.0,https://hu.wikipedia.org/wiki/Agyagosszergény,,
Cseh András,1964.01.15,http://hu.wikipedia.org/wiki/Cseh_Andr%C3%A1s_(labdar%C3%BAg%C3%B3),Nagyszénás,4416.0,https://hu.wikipedia.org/wiki/Nagyszénás,,
Cseh László,1910.04.04,http://hu.wikipedia.org/wiki/Cseh_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Csehi Tibor,1963.03.27,http://hu.wikipedia.org/wiki/Csehi_Tibor,Kalocsa,14619.0,https://hu.wikipedia.org/wiki/Kalocsa,,
Cseri Tamás,1988.01.15,https://hu.wikipedia.org/wiki/Cseri_Tamás,Győr,130020.0,https://hu.wikipedia.org/wiki/Győr,,
Csernai Pál,1932.10.21,http://hu.wikipedia.org/wiki/Csernai_P%C3%A1l,Pilis,11827.0,http://hu.wikipedia.org/wiki/Pilis_(telep%C3%BCl%C3%A9s),,
Csertői Aurél,1965.09.25,http://hu.wikipedia.org/wiki/Csert%C5%91i_Aur%C3%A9l,Győr,130020.0,https://hu.wikipedia.org/wiki/Győr,,
Csík Ferenc,1962.06.06,http://hu.wikipedia.org/wiki/Cs%C3%ADk_Ferenc_(labdar%C3%BAg%C3%B3),Veszprém,56777.0,https://hu.wikipedia.org/wiki/Veszprém,,
Csikós Gyula,1913.04.15,http://hu.wikipedia.org/wiki/Csik%C3%B3s_Gyula_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Csizmadia Csaba,1985.05.30,http://hu.wikipedia.org/wiki/Csizmadia_Csaba,Marosvásárhely,115493.0,https://hu.wikipedia.org/wiki/Marosvásárhely,,
Csoboth Kevin,2000.06.20,https://hu.wikipedia.org/wiki/Csoboth_Kevin,Pécs,141031.0,http://hu.wikipedia.org/wiki/P%C3%A9cs,,
Csongrádi Ferenc,1956.03.29,http://hu.wikipedia.org/wiki/Csongr%C3%A1di_Ferenc,Apácatorna,139.0,https://hu.wikipedia.org/wiki/Apácatorna,,
Csonka Gyula,1958.05.12,http://hu.wikipedia.org/wiki/Csonka_Gyula,Győr,130020.0,https://hu.wikipedia.org/wiki/Győr,,
Csontos Kálmán,1899.02.24,http://hu.wikipedia.org/wiki/Csontos_K%C3%A1lm%C3%A1n,Récse,25733.0,https://hu.wikipedia.org/wiki/Récse,,
Csordás Lajos,1932.10.26,http://hu.wikipedia.org/wiki/Csord%C3%A1s_Lajos,Budafok,26782.0,https://hu.wikipedia.org/wiki/Budafok,,
Csucsánszky Zoltán,1965.10.17,http://hu.wikipedia.org/wiki/Csucs%C3%A1nszky_Zolt%C3%A1n,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Csüdör Ferenc,1887.02.10,http://hu.wikipedia.org/wiki/Cs%C3%BCd%C3%B6r_Ferenc,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Csuhay József,1957.07.12,http://hu.wikipedia.org/wiki/Csuhay_J%C3%B3zsef,Eger,50018.0,https://hu.wikipedia.org/wiki/Eger,,
Czeczeli Károly,1951.12.04,http://hu.wikipedia.org/wiki/Czeczeli_K%C3%A1roly,Barcs,9845.0,https://hu.wikipedia.org/wiki/Barcs,,
Czéh László,1968.02.01,http://hu.wikipedia.org/wiki/Cz%C3%A9h_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3),Kecskemét,109731.0,https://hu.wikipedia.org/wiki/Kecskemét,,
Czibor Zoltán,1929.08.23,http://hu.wikipedia.org/wiki/Czibor_Zolt%C3%A1n,Kaposvár,59270.0,https://hu.wikipedia.org/wiki/Kaposvár,,
Czvitkovics Péter,1983.02.10,http://hu.wikipedia.org/wiki/Czvitkovics_P%C3%A9ter,Székesfehérvár,95915.0,https://hu.wikipedia.org/wiki/Székesfehérvár,,
Dajka László,1959.04.29,http://hu.wikipedia.org/wiki/Dajka_L%C3%A1szl%C3%B3,Nyíregyháza,115711.0,https://hu.wikipedia.org/wiki/Nyíregyháza,,
Dalnoki Jenő,1932.12.12,http://hu.wikipedia.org/wiki/Dalnoki_Jen%C5%91,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Dán Vilmos,1902.09.10,http://hu.wikipedia.org/wiki/D%C3%A1n_Vilmos,Stájerlakanina,4383.0,https://hu.wikipedia.org/wiki/Stájerlakanina,,
Danka Imre,1930.12.24,http://hu.wikipedia.org/wiki/Danka_Imre,Szombathely,78446.0,https://hu.wikipedia.org/wiki/Szombathely,,
Dárdai Márton,2002.02.12,https://hu.wikipedia.org/wiki/Dárdai_Márton,Berlin,3755251.0,https://hu.wikipedia.org/wiki/Berlin,,
Dárdai Pál,1976.03.16,"http://hu.wikipedia.org/wiki/D%C3%A1rdai_P%C3%A1l_(labdar%C3%BAg%C3%B3,_1976)",Pécs,141031.0,http://hu.wikipedia.org/wiki/P%C3%A9cs,,
Dárdai Pál,1999.04.24,https://hu.wikipedia.org/wiki/Dárdai_Palkó,Berlin,3755251.0,https://hu.wikipedia.org/wiki/Berlin,,
Deák Ferenc,1922.01.16,"http://hu.wikipedia.org/wiki/De%C3%A1k_Ferenc_(labdar%C3%BAg%C3%B3,_1922)",Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Debreceni András,1989.04.21,http://hu.wikipedia.org/wiki/Debreceni_Andr%C3%A1s,Nagykanizsa,43188.0,https://hu.wikipedia.org/wiki/Nagykanizsa,,
